city,city_key,latitude,longitude,region_type,state,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,surface_pressure_mean,shortwave_radiation_sum,et0_fao_evapotranspiration
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-01,26.7,13.4,19.2,26.3,11.9,18.1,0.0,0.0,12.9,25.6,73,34,56,1007.5,16.7,3.69
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-02,26.6,12.4,19.1,25.9,9.8,17.3,0.0,0.0,13.7,26.3,67,32,50,1007.4,16.94,4.0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-03,27.6,13.7,19.5,28.7,11.4,18.1,0.0,0.0,13.9,27.4,63,36,52,1008.3,17.02,3.98
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-04,28.9,13.4,20.8,29.2,10.9,19.4,0.0,0.0,13.5,25.2,67,34,50,1009.5,16.98,4.37
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-05,29.1,15.6,21.8,30.1,13.3,20.8,0.0,0.0,14.8,29.2,70,35,51,1010.2,16.91,4.2
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-06,29.6,16.0,21.9,30.0,14.3,21.0,0.0,0.0,12.1,23.8,65,30,50,1009.9,17.05,4.26
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-07,28.5,14.0,20.8,28.6,12.6,19.7,0.0,0.0,10.3,20.5,71,30,51,1010.5,17.31,4.05
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-08,28.8,13.5,20.1,28.6,11.8,19.0,0.0,0.0,9.7,20.9,68,28,52,1011.0,17.26,3.93
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-09,28.5,12.8,20.1,29.3,11.1,19.1,0.0,0.0,10.7,21.6,71,32,54,1010.4,17.29,3.93
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-10,29.3,13.0,20.3,29.9,11.4,19.2,0.0,0.0,9.4,21.6,69,28,51,1009.7,17.7,3.96
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-11,29.4,11.8,19.7,29.3,9.7,18.3,0.0,0.0,9.8,15.8,72,22,49,1009.8,17.91,3.7
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-12,30.8,12.0,20.4,32.0,10.1,19.7,0.0,0.0,9.6,17.3,71,31,54,1009.0,17.77,3.82
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-13,29.3,12.1,20.2,29.9,10.6,19.8,0.0,0.0,10.0,18.7,81,31,59,1007.7,17.83,3.89
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-14,28.3,13.4,20.4,28.5,12.3,20.4,0.0,0.0,10.2,19.1,84,39,64,1007.3,17.65,3.75
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-15,28.8,13.9,20.3,29.6,12.9,19.7,0.0,0.0,9.9,19.1,81,30,58,1008.2,17.94,3.85
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-16,29.4,12.6,20.3,29.7,11.1,19.4,0.0,0.0,9.9,18.4,79,27,54,1008.1,18.18,3.97
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-17,30.0,13.5,20.8,31.5,12.1,20.0,0.0,0.0,11.1,18.7,72,28,53,1007.0,18.32,4.02
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-18,30.7,12.4,20.7,31.0,10.8,19.6,0.0,0.0,10.1,17.6,74,23,51,1007.9,18.49,4.2
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-19,30.6,12.9,21.4,30.4,11.2,20.1,0.0,0.0,10.4,18.7,70,23,48,1009.5,18.24,4.37
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-20,30.9,14.2,21.6,32.2,12.1,20.6,0.0,0.0,10.8,22.0,59,27,47,1009.1,18.56,4.44
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-21,30.1,13.3,21.1,31.7,12.1,20.7,0.0,0.0,9.9,17.6,78,31,56,1007.9,18.57,4.1
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-22,30.3,14.2,21.4,30.8,12.8,20.8,0.0,0.0,10.0,18.0,73,26,53,1008.0,18.69,4.24
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-23,31.7,14.6,21.8,32.6,13.6,21.2,0.0,0.0,9.8,19.1,77,28,53,1008.7,18.64,4.25
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-24,31.6,14.4,21.9,33.2,13.0,21.3,0.0,0.0,11.1,21.2,70,24,52,1008.9,18.81,4.27
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-25,31.7,14.2,21.9,32.7,12.8,21.3,0.0,0.0,9.9,18.0,71,25,52,1009.1,18.96,4.35
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-26,31.8,13.8,22.1,32.3,12.7,21.7,0.0,0.0,10.8,18.4,76,26,53,1008.6,19.04,4.3
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-27,29.4,13.7,21.7,31.0,12.2,21.8,0.0,0.0,9.9,23.0,88,37,59,1006.8,18.97,4.16
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-28,26.9,16.3,20.7,26.0,14.5,19.4,0.0,0.0,10.3,22.7,70,25,50,1006.9,18.83,4.37
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-29,27.9,14.4,20.2,27.0,12.5,18.6,0.0,0.0,10.2,24.1,65,22,45,1008.4,18.85,4.37
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-30,29.5,13.5,20.5,29.3,11.0,18.7,0.0,0.0,12.7,24.8,60,22,43,1008.8,19.38,4.65
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-01-31,28.5,12.9,19.9,26.7,11.8,18.3,0.0,0.0,12.5,28.1,79,20,50,1008.6,19.38,4.59
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-01,26.5,15.4,20.1,25.8,13.5,18.4,0.0,0.0,12.0,24.5,61,29,46,1008.6,17.65,4.25
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-02,27.2,11.8,19.1,26.6,9.4,17.2,0.0,0.0,9.5,24.1,62,26,45,1008.6,19.41,4.38
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-03,29.2,12.7,20.0,29.3,10.3,18.1,0.0,0.0,13.7,28.8,59,25,44,1009.4,20.01,4.68
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-04,29.3,13.5,20.8,28.9,11.3,19.2,0.0,0.0,10.8,20.5,58,24,44,1008.6,19.66,4.64
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-05,29.9,14.7,21.7,30.3,12.2,20.3,0.0,0.0,10.7,23.4,57,25,42,1006.9,19.61,4.48
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-06,32.4,16.2,23.6,33.3,14.7,23.0,0.0,0.0,10.7,21.6,60,26,46,1007.5,19.48,4.66
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-07,32.3,18.9,25.2,34.1,17.7,25.1,0.0,0.0,9.6,18.7,59,27,45,1008.3,16.66,4.15
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-08,31.0,19.1,24.8,31.4,18.8,25.3,0.0,0.0,9.0,14.4,64,31,50,1007.2,13.54,3.24
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-09,29.4,19.8,24.3,29.5,19.9,24.4,0.0,0.0,10.8,22.7,66,37,50,1006.8,11.31,3.12
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-10,30.8,18.4,23.8,30.8,17.3,23.3,0.0,0.0,13.7,32.0,64,32,50,1008.4,19.81,5.0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-11,33.2,18.9,25.2,35.1,17.9,25.9,0.0,0.0,13.9,30.6,67,37,54,1009.2,19.27,4.69
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-12,32.3,21.0,25.9,33.5,21.7,26.7,0.0,0.0,10.0,23.4,69,37,56,1007.3,16.23,4.3
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-13,26.3,18.8,22.1,25.9,20.2,22.7,0.7,0.7,16.3,41.4,81,49,65,1007.2,11.05,2.84
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-14,27.0,16.0,21.5,28.5,16.5,21.8,0.0,0.0,10.4,21.6,92,38,63,1007.1,18.48,3.99
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-15,26.8,15.8,21.1,27.2,14.3,19.8,0.0,0.0,10.9,24.1,62,33,47,1006.5,20.91,4.88
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-16,28.1,14.5,20.9,28.3,12.0,19.4,0.0,0.0,14.2,31.7,60,30,45,1005.5,20.94,4.87
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-17,28.5,15.5,22.2,26.7,13.8,20.2,0.1,0.1,23.2,42.5,67,28,46,1003.3,18.26,5.49
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-18,23.6,13.8,18.6,22.9,11.8,16.9,0.0,0.0,18.4,36.4,64,39,54,1005.3,21.36,4.55
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-19,25.0,13.4,18.8,25.7,11.9,17.6,0.0,0.0,10.9,23.4,72,35,53,1006.5,21.41,4.51
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-20,26.6,14.3,20.0,27.0,12.1,18.6,0.0,0.0,11.2,26.6,64,30,49,1006.2,21.45,4.84
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-21,27.5,15.4,21.2,28.5,13.7,19.9,0.0,0.0,12.2,25.2,63,28,46,1005.5,21.6,4.9
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-22,28.5,15.0,22.1,28.3,12.8,20.7,0.0,0.0,10.0,23.8,55,25,40,1004.3,21.68,4.92
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-23,29.0,17.4,22.9,30.1,16.9,23.2,0.0,0.0,11.5,27.0,88,35,57,1002.3,19.88,4.55
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-24,29.9,19.1,24.3,30.9,19.7,24.7,0.0,0.0,14.5,27.4,91,33,59,1002.2,20.55,5.02
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-25,30.6,19.1,24.6,29.6,20.5,24.3,0.0,0.0,19.9,40.0,93,28,57,1003.2,21.06,5.63
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-26,29.1,17.7,23.5,28.9,18.3,23.7,0.0,0.0,15.2,30.6,87,37,58,1003.5,18.61,4.58
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-27,23.3,19.1,20.9,25.6,20.2,22.3,9.3,9.3,13.1,40.3,97,53,79,1002.5,6.75,1.75
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-02-28,27.4,16.0,21.3,26.8,13.9,21.4,0.0,0.0,14.8,31.0,98,33,66,1004.2,20.59,4.43
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-01,26.5,13.7,19.8,25.8,12.4,18.3,0.0,0.0,11.2,23.8,74,23,49,1007.4,23.12,5.1
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-02,26.9,15.0,20.8,26.6,12.8,19.0,0.0,0.0,14.1,29.9,63,29,45,1005.6,22.68,5.45
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-03,27.7,13.8,20.9,28.4,10.9,19.0,0.0,0.0,10.8,24.1,47,25,37,1004.3,23.4,5.4
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-04,29.2,13.9,21.7,30.1,11.0,19.9,0.0,0.0,12.2,22.7,46,21,35,1004.1,23.31,5.35
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-05,29.5,16.2,22.6,29.1,14.3,20.9,0.0,0.0,12.0,28.1,55,22,39,1004.4,22.81,5.56
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-06,30.6,16.8,23.3,29.4,14.0,20.9,0.0,0.0,16.2,34.9,45,18,33,1006.8,23.5,6.37
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-07,31.3,15.7,23.4,31.5,13.1,21.3,0.0,0.0,14.2,31.3,48,20,34,1008.7,23.72,6.17
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-08,31.3,15.7,23.5,32.3,13.6,22.3,0.0,0.0,10.0,18.4,52,20,37,1008.0,23.92,5.68
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-09,31.8,16.2,23.4,32.2,14.3,22.1,0.0,0.0,10.2,25.6,54,21,40,1007.4,24.03,5.91
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-10,33.7,16.6,24.4,35.6,15.2,23.7,0.0,0.0,10.1,20.2,62,21,42,1006.3,24.19,5.79
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-11,33.1,19.0,25.8,33.9,17.6,25.4,0.0,0.0,12.2,22.7,59,25,41,1006.7,23.86,5.85
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-12,33.7,19.4,26.1,35.0,18.7,25.7,0.0,0.0,11.3,22.3,64,25,41,1006.7,23.91,6.06
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-13,33.3,17.8,25.3,34.7,15.5,24.1,0.0,0.0,10.4,24.1,46,22,34,1006.7,24.64,6.25
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-14,34.6,18.1,26.1,36.6,16.1,25.6,0.0,0.0,9.8,18.0,53,18,37,1006.2,24.6,5.71
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-15,35.1,18.9,26.4,36.2,17.3,26.3,0.0,0.0,9.0,18.0,58,21,39,1006.9,24.57,5.54
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-16,35.5,20.8,27.3,37.5,19.7,27.4,0.0,0.0,11.6,20.5,55,23,41,1006.4,24.58,6.21
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-17,35.6,21.4,27.5,37.9,21.0,28.3,0.0,0.0,12.3,22.0,59,28,46,1006.5,24.24,6.0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-18,35.7,21.3,28.1,38.1,21.4,28.9,0.0,0.0,11.1,22.0,62,25,46,1006.9,24.39,6.26
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-19,35.9,21.4,27.9,37.0,20.5,27.7,0.0,0.0,13.7,28.1,53,23,40,1006.1,24.61,6.78
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-20,35.1,21.0,27.6,35.8,19.1,27.0,0.0,0.0,14.6,28.4,53,22,37,1005.3,23.68,6.42
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-21,35.6,22.5,28.7,35.5,22.4,28.1,0.0,0.0,21.1,41.4,62,22,39,1003.9,24.49,7.47
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-22,34.3,22.6,28.3,34.9,22.0,27.8,0.0,0.0,25.9,50.4,63,28,46,1003.1,24.43,7.78
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-23,30.2,18.4,24.4,27.7,14.4,21.4,0.0,0.0,21.8,43.2,51,11,29,1003.7,25.94,7.52
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-24,30.0,14.0,21.8,28.6,10.0,18.9,0.0,0.0,10.7,24.8,39,12,24,1004.6,26.4,6.55
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-25,30.9,14.2,22.8,32.0,11.2,21.2,0.0,0.0,10.5,15.5,43,15,30,1004.2,26.09,5.55
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-26,31.9,18.0,24.8,31.6,15.4,23.7,0.0,0.0,13.2,24.1,52,20,37,1002.2,21.55,5.59
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-27,32.4,23.1,27.4,33.5,23.8,28.7,0.0,0.0,19.2,43.2,81,40,59,1001.1,19.3,5.42
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-28,33.8,22.5,27.5,34.5,24.2,28.6,0.0,0.0,15.1,30.2,82,26,54,1002.3,22.34,5.92
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-29,33.4,21.1,26.9,34.5,21.3,27.2,0.0,0.0,17.9,34.6,70,27,47,1003.8,25.08,6.5
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-30,32.8,20.3,26.3,33.7,19.4,25.6,0.0,0.0,10.9,25.2,57,20,39,1004.5,26.01,6.6
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-03-31,33.9,19.9,27.2,35.8,18.5,26.5,0.0,0.0,15.9,31.3,50,22,35,1004.2,25.97,6.57
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-01,34.1,20.3,27.4,35.4,19.5,26.3,0.0,0.0,15.8,34.9,52,22,34,1004.0,25.98,7.12
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-02,34.7,20.9,27.3,35.4,18.7,26.0,0.0,0.0,13.7,27.7,40,19,32,1003.3,26.01,7.21
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-03,35.0,21.2,27.3,35.4,19.2,26.5,0.0,0.0,13.0,25.2,44,18,34,1003.7,26.27,6.87
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-04,35.8,19.8,28.2,38.3,19.1,28.9,0.0,0.0,9.4,18.0,68,23,41,1001.8,26.16,6.19
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-05,36.3,22.6,29.5,39.5,21.8,29.9,0.0,0.0,13.4,22.7,51,25,38,1000.1,25.99,7.0
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-06,35.9,23.3,29.6,37.6,26.4,31.4,0.0,0.0,13.2,29.5,84,28,52,1000.4,25.51,6.76
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-07,37.2,23.5,29.7,37.8,25.5,30.6,0.0,0.0,14.4,27.7,71,19,44,1002.6,26.12,7.04
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-08,35.6,23.5,29.0,36.2,21.9,28.0,0.0,0.0,15.6,33.1,45,22,35,1003.0,26.89,7.93
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-09,36.5,21.4,28.5,38.2,20.0,28.9,0.0,0.0,11.2,26.3,79,22,45,1000.1,26.73,6.99
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-10,36.8,22.7,29.4,38.6,21.9,29.6,0.0,0.0,12.0,25.6,56,20,37,999.0,26.69,6.9
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-11,37.6,22.6,30.2,37.9,22.8,30.2,0.0,0.0,13.2,29.5,66,17,38,1000.7,26.61,7.52
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-12,37.1,24.6,30.6,37.5,24.7,31.1,0.0,0.0,16.3,33.1,65,24,43,1001.3,26.6,7.9
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-13,36.6,24.3,30.6,39.0,24.6,31.4,0.0,0.0,15.7,29.9,61,24,42,1000.8,26.79,7.35
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-14,37.9,23.8,30.8,40.3,24.5,31.8,0.0,0.0,10.9,24.1,69,23,41,1000.2,26.59,7.07
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-15,38.0,23.9,31.0,40.7,24.3,31.9,0.0,0.0,9.7,24.5,57,21,38,999.1,26.88,6.96
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-16,38.3,24.4,31.2,41.0,25.1,32.5,0.0,0.0,11.5,23.4,67,26,41,999.8,26.78,7.16
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-17,38.8,25.2,31.3,40.4,25.9,32.2,0.0,0.0,12.5,28.1,66,21,41,1001.1,26.97,7.61
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-18,39.8,25.2,31.9,39.5,26.8,32.1,0.0,0.0,18.0,33.1,69,14,40,1000.0,27.51,8.5
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-19,40.2,23.3,31.9,40.9,24.5,32.5,0.0,0.0,18.4,34.9,76,20,44,998.9,27.27,8.66
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-20,39.4,23.6,31.1,39.7,26.8,32.2,0.0,0.0,20.3,40.3,83,17,48,999.2,27.36,8.19
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-21,37.9,23.6,30.1,39.1,26.3,32.2,0.0,0.0,18.4,38.9,80,27,56,1000.2,27.21,7.47
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-22,37.4,23.4,30.1,39.2,26.1,32.9,0.0,0.0,14.8,33.8,81,29,57,1002.8,27.23,6.97
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-23,38.2,23.7,30.7,41.2,27.2,33.5,0.0,0.0,9.4,23.0,87,25,53,1004.0,27.42,6.62
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-24,39.7,25.4,32.2,41.6,27.0,33.2,0.0,0.0,10.4,23.8,71,18,39,1001.7,27.6,7.51
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-25,40.3,24.9,32.2,42.6,25.5,33.4,0.0,0.0,10.6,24.5,69,19,39,1000.1,27.66,7.61
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-26,40.4,24.6,32.0,41.6,25.4,33.0,0.0,0.0,13.3,27.0,60,20,38,999.9,27.63,7.82
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-27,40.3,23.9,31.7,41.6,26.0,33.4,0.0,0.0,13.7,30.2,73,20,45,999.9,26.94,7.49
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-28,40.1,25.6,31.8,42.5,27.1,34.2,0.0,0.0,15.4,27.4,71,23,48,998.6,27.33,7.17
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-29,40.2,24.8,32.1,42.7,27.9,34.9,0.0,0.0,18.0,31.3,81,21,52,997.8,27.5,7.39
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-04-30,38.9,24.8,31.7,40.5,27.0,34.2,0.0,0.0,13.6,29.2,80,22,49,998.6,27.42,7.26
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-01,38.5,25.9,31.6,42.0,29.3,35.1,0.0,0.0,15.9,33.8,76,32,56,999.3,26.36,7.17
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-02,40.2,25.8,32.2,41.5,29.5,35.3,0.0,0.0,11.8,28.1,76,22,52,999.9,27.09,7.11
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-03,39.2,27.0,32.0,42.6,30.4,35.3,0.0,0.0,13.5,25.2,82,29,54,999.1,26.87,7.02
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-04,39.8,25.3,32.0,42.6,28.8,35.1,0.0,0.0,12.1,28.4,82,26,53,998.3,26.99,7.18
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-05,39.8,26.1,32.5,41.2,30.1,35.5,0.0,0.0,13.1,27.7,80,25,50,998.9,26.71,7.13
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-06,40.0,26.7,33.4,42.8,30.3,36.2,0.0,0.0,13.9,27.4,78,25,47,999.6,27.22,7.79
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-07,40.9,28.1,34.0,42.0,31.1,36.0,0.0,0.0,15.3,32.8,69,20,43,999.4,26.75,8.06
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-08,41.5,30.1,35.7,44.8,31.1,37.7,0.0,0.0,13.5,25.9,55,23,36,996.4,26.11,7.84
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-09,42.4,31.3,35.9,45.0,32.3,37.1,0.0,0.0,17.6,36.0,52,20,35,993.3,26.67,8.8
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-10,41.7,31.1,35.7,43.9,32.6,37.2,0.2,0.2,17.8,34.6,53,23,37,992.8,25.91,8.81
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-11,41.7,30.1,34.8,47.0,32.5,38.5,1.2,1.2,16.3,31.0,62,29,48,993.5,25.06,7.39
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-12,40.0,30.5,33.5,45.1,34.6,38.8,4.9,4.9,11.7,27.4,73,37,59,994.1,23.03,6.29
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-13,39.5,28.9,33.7,43.8,31.2,36.7,0.0,0.0,21.4,38.5,74,30,51,994.9,25.69,8.17
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-14,39.6,27.6,33.0,42.0,31.2,35.7,0.0,0.0,20.5,38.2,76,32,54,995.6,26.42,8.19
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-15,39.7,27.9,32.7,42.1,31.3,36.0,0.0,0.0,17.9,34.6,75,29,57,996.5,24.89,7.41
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-16,40.3,27.6,33.1,42.0,31.6,36.3,0.0,0.0,18.0,37.4,78,26,54,996.4,27.35,7.94
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-17,39.5,27.9,33.2,42.0,31.6,36.8,0.0,0.0,20.5,41.0,75,32,57,996.1,26.31,7.79
Ahmedabad,ahmedabad,23.0225,72.5714,plains,Gujarat,1990-05-18,38.9,28.6,33.2,42.0,32.7,37.0,0.0,0.0,19.1,37.1,72,33,56,997.3,25.97,7.7
